"LOCATION_CODE","Occupancy_Right_Desc","OWNED_OR_LEASED_INDICATOR","REGION_CODE","STREET_ADDRESS","CITY","STATE_CD","ZIPCODE5","Latitude","Longitude","BUILDING_RSF","BLD_VACANT_RSF","YEAR_BUILT","WALK_SCORE","TRANSIT_SCORE","CONGRESSIONAL_DISTRICT_CODE","Fed_POC","Fed_POC_Email","REPRESENTATIVE","REPRESENTATIVE_URL","LEASE_NUM","LEASE_EFFECTIVE_DATE","LEASE_EXPIRATION_DATE"
"DC0083","Owned","F","11","800 INDEPENDENCE AVE SW","WASHINGTON","DC","20024","38.8868","-77.022441","847,391","3,860","1963","76","98","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0197","Leased","L","11","1575 EYE ST NW","WASHINGTON","DC","20005","38.901366","-77.035904","0","0","2009","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0505","Owned","F","11","950 H ST NW","WASHINGTON","DC","20223","38.8997558","-77.025652","451,655","0","1999","97","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0531","Owned","F","11","2430 E ST NW","WASHINGTON","DC","20037","38.8950801","-77.052578","30,235","0","1919","85","77","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0347","Leased","L","11","1801 L ST NW","WASHINGTON","DC","20036","38.90411","-77.042061","153,332","0","2000","100","99","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0347","Leased","D","11","1801 L ST NW","WASHINGTON","DC","20036","38.90411","-77.042061","153,332","0","","100","99","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00374","11/13/2019","11/12/2029"
"DC0347","Leased","D","11","1801 L ST NW","WASHINGTON","DC","20036","38.90411","-77.042061","153,332","0","","100","99","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00376","11/17/2019","11/16/2029"
"DC0347","Leased","D","11","1801 L ST NW","WASHINGTON","DC","20036","38.90411","-77.042061","153,332","0","","100","99","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00375","8/11/2019","8/10/2029"
"DC0019","Owned","F","11","600 PENNSYLVANIA AVENUE NW","WASHINGTON","DC","20580","38.8926656","-77.021219","252,142","0","1938","94","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0388","Leased","L","11","1331 F ST NW","WASHINGTON","DC","20004","38.89764","-77.030931","81,018","2,197","2000","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0388","Leased","D","11","1331 F ST NW","WASHINGTON","DC","20004","38.89764","-77.030931","81,018","2,197","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00495","12/31/2021","12/30/2036"
"DC0388","Leased","D","11","1331 F ST NW","WASHINGTON","DC","20004","38.89764","-77.030931","81,018","2,197","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00422","8/21/2021","8/20/2036"
"DC0388","Leased","D","11","1331 F ST NW","WASHINGTON","DC","20004","38.89764","-77.030931","81,018","2,197","","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12543","8/21/2011","8/20/2026"
"DC0343","Leased","L","11","901 D ST SW","WASHINGTON","DC","20024","38.88521","-77.024781","153,025","0","2000","81","93","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0343","Leased","D","11","901 D ST SW","WASHINGTON","DC","20024","38.88521","-77.024781","153,025","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00482","3/30/2022","3/29/2037"
"DC0343","Leased","D","11","901 D ST SW","WASHINGTON","DC","20024","38.88521","-77.024781","153,025","0","","81","93","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12721","5/21/2017","5/20/2032"
"DC0126","Owned","F","11","740 JACKSON PL NW","WASHINGTON","DC","20006","38.89987","-77.038271","3,822","0","1969","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1406","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9390288","-77.084476","16,633","17,619","1943","81","51","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0219","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","255","0","1902","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0116","Owned","F","11","200 CONSTITUTION AVE NW","WASHINGTON","DC","20210","38.8932305","-77.014428","1,373,329","0","1974","87","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1421","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9377659","-77.084794","1,068","193","1961","81","51","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1266","Owned","F","11","2025 E ST NW","WASHINGTON","DC","20006","38.896416","-77.04572","129,462","0","2003","92","86","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0026","Owned","F","11","811 VERMONT AVE NW","WASHINGTON","DC","20571","38.900763","-77.034348","466,832","8,771","1940","99","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0075","Owned","F","11","320 1ST ST NW","WASHINGTON","DC","20001","38.8938858","-77.012237","252,033","0","1928","89","97","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0569","Leased","L","11","550 12TH ST SW","WASHINGTON","DC","20024","38.88322","-77.027541","376,000","120,960","2000","80","89","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0569","Leased","D","11","550 12TH ST SW","WASHINGTON","DC","20024","38.88322","-77.027541","376,000","120,960","","80","89","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00280","4/25/2017","4/24/2032"
"DC0569","Leased","D","11","550 12TH ST SW","WASHINGTON","DC","20024","38.88322","-77.027541","376,000","120,960","","80","89","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00469","3/31/2020","3/30/2035"
"DC0020","Owned","F","11","1849 C ST NW","WASHINGTON","DC","20240","38.89445","-77.042591","1,051,234","0","1936","90","88","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0040","Leased","L","11","500 12TH ST SW","WASHINGTON","DC","20024","38.88405","-77.027491","502,997","0","2000","76","90","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0040","Leased","D","11","500 12TH ST SW","WASHINGTON","DC","20024","38.88405","-77.027491","502,997","0","","76","90","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC01934","1/16/2008","1/15/2027"
"DC0040","Leased","D","11","500 12TH ST SW","WASHINGTON","DC","20024","38.88405","-77.027491","502,997","0","","76","90","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC01966","1/16/2008","1/15/2027"
"DC0005","Owned","F","11","1400 INDEPENDENCE AVE SW","WASHINGTON","DC","20250","38.886777","-77.02997","2,014,654","0","1936","61","95","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1467","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1924","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1457","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1891","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1473","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","1,189,223","0","2013","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0198","Leased","L","11","77 K ST NE","WASHINGTON","DC","20002","38.90203","-77.006371","166,770","0","2008","95","87","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0198","Leased","D","11","77 K ST NE","WASHINGTON","DC","20002","38.90203","-77.006371","166,770","0","","95","87","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC02164","12/30/2010","12/29/2030"
"DC1407","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9392551","-77.083094","1,124","0","1997","77","53","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1469","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","442","0","1926","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0369","Leased","L","11","300 E ST SW","WASHINGTON","DC","20024","38.88291","-77.016271","600,802","0","2000","83","91","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0369","Leased","D","11","300 E ST SW","WASHINGTON","DC","20024","38.88291","-77.016271","600,802","0","","83","91","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC02279","7/9/2012","8/2/2028"
"DC1428","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9395713","-77.082925","17,952","19,233","1990","77","53","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0208","Leased","L","11","375 E ST SW","WASHINGTON","DC","20024","38.88404","-77.016981","232,693","0","2009","86","92","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0208","Leased","D","11","375 E ST SW","WASHINGTON","DC","20024","38.88404","-77.016981","232,693","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00514","4/13/2021","4/12/2041"
"DC0208","Leased","D","11","375 E ST SW","WASHINGTON","DC","20024","38.88404","-77.016981","232,693","0","","86","92","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00352","5/16/2019","5/15/2029"
"DC0208","Leased","D","11","375 E ST SW","WASHINGTON","DC","20024","38.88404","-77.016981","232,693","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00664","11/30/2024","4/12/2041"
"DC1409","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9384319","-77.081861","7,221","0","1929","60","53","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0010","Owned","F","11","400 MARYLAND AVE SW","WASHINGTON","DC","20024","38.88632","-77.018911","550,800","77,251","1959","84","93","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0573","Owned","F","11","333 CONSTITUTION AVE NW","WASHINGTON","DC","20001","38.892996","-77.016447","262,248","4,424","2005","89","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0234","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","3,651","0","2012","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0218","Leased","L","11","1 THOMAS CIR NW","WASHINGTON","DC","20005","38.90533","-77.032801","17,593","17,593","1982","99","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0218","Leased","D","11","1 THOMAS CIR NW","WASHINGTON","DC","20005","38.90533","-77.032801","17,593","17,593","","99","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12681","6/30/2015","6/29/2025"
"DC0216","Leased","L","11","633 INDIANA AVE NW","WASHINGTON","DC","20004","38.89448","-77.021181","151,300","0","1964","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0216","Leased","D","11","633 INDIANA AVE NW","WASHINGTON","DC","20004","38.89448","-77.021181","151,300","0","","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC02205","9/30/2010","9/29/2026"
"DC0459","Owned","F","11","1300 PENNSYLVANIA AVE NW","WASHINGTON","DC","20004","38.89393","-77.031211","2,035,736","196,493","1996","78","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0023","Owned","F","11","950 PENNSYLVANIA AVENUE NW","WASHINGTON","DC","20530","38.8928853","-77.024895","1,025,260","0","1935","97","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0148","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1893","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1335","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1902","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1433","Owned","F","11","3801 NEBRASKA AVE NW","WASHINGTON","DC","20016","38.93919","-77.082131","1,109","0","2011","60","53","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0211","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.8489822","-76.996036","0","0","2012","75","71","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0391","Leased","L","11","3015 V ST NE","WASHINGTON","DC","20018","38.91845","-76.965091","17,500","0","2000","53","42","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0391","Leased","D","11","3015 V ST NE","WASHINGTON","DC","20018","38.91845","-76.965091","17,500","0","","53","42","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12516","10/12/2012","10/11/2027"
"DC0469","Owned","F","11","2702 S CAPITOL ST SE","WASHINGTON","DC","20032","38.856566","-77.005041","73,570","0","1996","16","65","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0243","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","1,995","0","2012","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1351","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1901","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0011","Leased","L","11","2 MASSACHUSETTS AVE NE","WASHINGTON","DC","20002","38.8982499","-77.008167","845,389","448,945","1912","97","91","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0011","Leased","D","11","2 MASSACHUSETTS AVE NE","WASHINGTON","DC","20002","38.8982499","-77.008167","845,389","448,945","","97","91","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC90306","5/14/1992","5/13/2025"
"DC1123","Leased","L","11","1800 G ST NW","WASHINGTON","DC","20006","38.89802","-77.042571","517,044","84,115","1964","99","95","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1123","Leased","D","11","1800 G ST NW","WASHINGTON","DC","20006","38.89802","-77.042571","517,044","84,115","","99","95","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12540","4/30/2012","4/29/2027"
"DC1123","Leased","D","11","1800 G ST NW","WASHINGTON","DC","20006","38.89802","-77.042571","517,044","84,115","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00588","1/13/2023","1/12/2043"
"DC1123","Leased","D","11","1800 G ST NW","WASHINGTON","DC","20006","38.89802","-77.042571","517,044","84,115","","99","95","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12689","5/15/2015","5/14/2025"
"DC1123","Leased","D","11","1800 G ST NW","WASHINGTON","DC","20006","38.89802","-77.042571","517,044","84,115","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00535","5/31/2021","5/30/2026"
"DC0591","Owned","F","11","2300 E ST NW","WASHINGTON","DC","20037","38.8959556","-77.050203","19,478","0","1910","94","80","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0468","Leased","L","11","2800 V ST NE","WASHINGTON","DC","20018","38.92064","-76.968351","153,741","0","2000","73","48","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0468","Leased","D","11","2800 V ST NE","WASHINGTON","DC","20018","38.92064","-76.968351","153,741","0","","73","48","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12729","2/4/2016","2/3/2026"
"DC0122","Owned","F","11","726 JACKSON PL NW","WASHINGTON","DC","20006","38.89955","-77.038401","6,825","0","1969","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0082","Owned","F","11","1900 E ST NW","WASHINGTON","DC","20415","38.8949228","-77.044234","631,024","0","1963","92","86","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0424","Leased","L","11","1615 M ST NW","WASHINGTON","DC","20036","38.90599","-77.037601","46,429","0","2000","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0424","Leased","D","11","1615 M ST NW","WASHINGTON","DC","20036","38.90599","-77.037601","46,429","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00434","5/31/2020","5/30/2035"
"DC0215","Leased","L","11","355 E ST SW","WASHINGTON","DC","20024","38.88373","-77.016441","330,000","193,656","2000","83","91","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0215","Leased","D","11","355 E ST SW","WASHINGTON","DC","20024","38.88373","-77.016441","330,000","193,656","","83","91","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC02141","3/14/2011","3/13/2026"
"DC0031","Owned","F","11","301 7TH ST SW","WASHINGTON","DC","20024","38.885577","-77.021969","845,169","710,919","1935","88","93","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1401","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9398345","-77.08234","4,548","4,619","1940","68","54","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0687","Owned","F","11","1200 NEW JERSEY AVE SE","WASHINGTON","DC","20003","38.8763026","-77.004046","863,449","0","2019","97","77","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0022","Owned","F","11","1111 CONSTITUTION AVE NW","WASHINGTON","DC","20224","38.892762","-77.027072","1,244,690","0","1936","97","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0302","Leased","L","11","717 14TH ST NW","WASHINGTON","DC","20005","38.89891","-77.031561","52,225","0","1988","97","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0302","Leased","D","11","717 14TH ST NW","WASHINGTON","DC","20005","38.89891","-77.031561","52,225","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00621","7/15/2022","7/14/2032"
"DC1216","Leased","L","11","601 D ST NW","WASHINGTON","DC","20004","38.89522","-77.020441","310,477","0","1971","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1216","Leased","D","11","601 D ST NW","WASHINGTON","DC","20004","38.89522","-77.020441","310,477","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00417","12/14/2021","12/13/2036"
"DC1147","Leased","L","11","1291 TAYLOR ST NW","WASHINGTON","DC","20542","38.9412828","-77.028427","87,300","87,300","1959","94","71","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1147","Leased","D","11","1291 TAYLOR ST NW","WASHINGTON","DC","20542","38.9412828","-77.028427","87,300","87,300","","94","71","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12730","1/31/2016","1/30/2026"
"DC0092","Owned","F","11","451 7TH STREET SW","WASHINGTON","DC","20410","38.8839317","-77.022401","1,121,915","0","1968","90","93","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0707","Leased","L","11","1025 F ST NW","WASHINGTON","DC","20004","38.89784","-77.026491","200,432","0","2000","99","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0707","Leased","D","11","1025 F ST NW","WASHINGTON","DC","20004","38.89784","-77.026491","200,432","0","","99","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12660","11/24/2015","11/23/2025"
"DC0107","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1902","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0094","Owned","F","11","717 MADISON PL NW","WASHINGTON","DC","20439","38.899476","-77.034893","198,171","0","1965","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0734","Leased","L","11","875 15TH ST NW","WASHINGTON","DC","20005","38.901","-77.033181","33,675","0","2000","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0734","Leased","D","11","875 15TH ST NW","WASHINGTON","DC","20005","38.901","-77.033181","33,675","0","","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC12705","3/31/2016","3/30/2026"
"DC0594","Owned","F","11","2300 E ST NW","WASHINGTON","DC","20037","38.8959556","-77.050203","15,221","0","1910","94","80","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1455","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1916","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0392","Leased","L","11","501 3RD ST NW","WASHINGTON","DC","20001","38.89656","-77.014751","0","0","2000","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0194","Leased","L","11","1100 1ST ST NE","WASHINGTON","DC","20002","38.90404","-77.006561","100,630","60,974","2009","87","86","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0194","Leased","D","11","1100 1ST ST NE","WASHINGTON","DC","20002","38.90404","-77.006561","100,630","60,974","","87","86","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC02235","6/25/2011","6/24/2026"
"DC0194","Leased","D","11","1100 1ST ST NE","WASHINGTON","DC","20002","38.90404","-77.006561","100,630","60,974","","87","86","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC02245","7/28/2011","6/24/2026"
"DC0320","Leased","L","11","1331 PENN AVENUE,NW","WASHINGTON","DC","20004","38.8966298","-77.030128","253,901","0","2000","97","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0320","Leased","D","11","1331 PENN AVENUE,NW","WASHINGTON","DC","20004","38.8966298","-77.030128","253,901","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00570","8/22/2022","8/21/2032"
"DC0320","Leased","D","11","1331 PENN AVENUE,NW","WASHINGTON","DC","20004","38.8966298","-77.030128","253,901","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00660","8/30/2022","8/29/2032"
