"LOCATION_CODE","Occupancy_Right_Desc","OWNED_OR_LEASED_INDICATOR","REGION_CODE","STREET_ADDRESS","CITY","STATE_CD","ZIPCODE5","Latitude","Longitude","BUILDING_RSF","BLD_VACANT_RSF","YEAR_BUILT","WALK_SCORE","TRANSIT_SCORE","CONGRESSIONAL_DISTRICT_CODE","Fed_POC","Fed_POC_Email","SENATOR1","SENATOR1_URL","SENATOR2","SENATOR2_URL","REPRESENTATIVE","REPRESENTATIVE_URL","LEASE_NUM","LEASE_EFFECTIVE_DATE","LEASE_EXPIRATION_DATE"
"MD0260","Leased","D","11","2400 SCHUSTER DR","CHEVERLY","MD","20781","38.92317","-76.925961","84,391","0","","","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00649","4/30/2023","4/29/2038"
"MD0665","Owned","F","3","CURTIS BAY DEPOT","CURTIS BAY","MD","21226","39.1917363","-76.547564","0","0","1911","4","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1884","Leased","L","11","800 E GUDE DR","ROCKVILLE","MD","20850","39.101499","-77.140661","39,910","0","2000","39","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1884","Leased","D","11","800 E GUDE DR","ROCKVILLE","MD","20850","39.101499","-77.140661","39,910","0","","","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00489","3/7/2022","3/6/2037"
"MD1031","Leased","L","3","2670 CRAIN HWY","WALDORF","MD","20601","38.63685","-76.898781","1,271","0","2000","59","","2405","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Hoyer, Steny (D)","https://hoyer.house.gov/","","",""
"MD1031","Leased","D","3","2670 CRAIN HWY","WALDORF","MD","20601","38.63685","-76.898781","1,271","0","","59","","2405","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Hoyer, Steny (D)","https://hoyer.house.gov/","LMD12132","2/24/2015","2/23/2025"
"MD0308","Leased","L","11","11750 BELTSVILLE DR","BELTSVILLE","MD","20705","39.0507343","-76.939067","15,732","0","2000","51","37","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0308","Leased","D","11","11750 BELTSVILLE DR","BELTSVILLE","MD","20705","39.0507343","-76.939067","15,732","0","","51","37","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00259","11/9/2016","11/8/2026"
"MD0819","Owned","F","11","10951 NEW HAMPSHIRE AVE.","SILVER SPRING","MD","20993","39.0645364","-76.979655","0","0","","20","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0348","Owned","F","11","8501O MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","4,993","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1048","Leased","L","3","1011 AIR CARGO DR","BALTIMORE","MD","21240","39.189132","-76.668818","1,812","0","2000","21","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1048","Leased","D","3","1011 AIR CARGO DR","BALTIMORE","MD","21240","39.189132","-76.668818","1,812","0","","1","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD06364","11/30/2006","11/29/2026"
"MD1142","Leased","L","3","1220 E JOPPA RD","TOWSON","MD","21286","39.39813","-76.576471","9,517","0","2000","66","50","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","","",""
"MD1142","Leased","D","3","1220 E JOPPA RD","TOWSON","MD","21286","39.39813","-76.576471","9,517","0","","","","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","LMD00574","5/31/2022","5/30/2037"
"MD0465","Leased","L","3","212 W MAIN ST","SALISBURY","MD","21801","38.36495","-75.602151","826","0","1972","80","24","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD0465","Leased","D","3","212 W MAIN ST","SALISBURY","MD","21801","38.36495","-75.602151","826","0","","80","24","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD12167","12/3/2015","12/2/2025"
"MD1118","Leased","L","3","1005 AIR CARGO DR","BALTIMORE","MD","21240","39.187323","-76.669835","5,000","0","2000","21","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1118","Leased","D","3","1005 AIR CARGO DR","BALTIMORE","MD","21240","39.187323","-76.669835","5,000","0","","27","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD12096","10/31/2013","12/30/2026"
"MD1137","Leased","L","3","1750 FOREST DR","ANNAPOLIS","MD","21401","38.970216","-76.519715","27,115","0","2000","66","37","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1137","Leased","D","3","1750 FOREST DR","ANNAPOLIS","MD","21401","38.970216","-76.519715","27,115","0","","69","36","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD00403","7/17/2019","7/16/2029"
"MD1137","Leased","D","3","1750 FOREST DR","ANNAPOLIS","MD","21401","38.970216","-76.519715","27,115","0","","","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD00498","7/19/2021","7/18/2036"
"MD0768","Leased","L","11","3201 PENNSY DR","HYATTSVILLE","MD","20785","38.9397807","-76.873577","265,000","0","2000","37","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0768","Leased","D","11","3201 PENNSY DR","HYATTSVILLE","MD","20785","38.9397807","-76.873577","265,000","0","","37","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00253","1/17/2002","3/16/2027"
"MD0765","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0371587","-76.98204","127,980","0","2003","15","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1099","Leased","L","3","7556 TEAGUE RD","HANOVER","MD","21076","39.15375","-76.719681","19,397","0","2009","67","42","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1099","Leased","D","3","7556 TEAGUE RD","HANOVER","MD","21076","39.15375","-76.719681","19,397","0","","","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD00661","8/24/2021","8/23/2031"
"MD1115","Leased","L","3","4510 BUCKEYSTOWN PIKE","FREDERICK","MD","21704","39.35726","-77.422261","30,000","0","2000","21","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD1115","Leased","D","3","4510 BUCKEYSTOWN PIKE","FREDERICK","MD","21704","39.35726","-77.422261","30,000","0","","21","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD10302","6/30/2010","6/29/2026"
"MD0199","Owned","F","11","11555 ROCKVILLE PIKE","BETHESDA","MD","20852","39.0460763","-77.110957","345,183","0","1986","85","65","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1885","Leased","L","11","6101 EXECUTIVE BLVD","ROCKVILLE","MD","20852","39.04936","-77.123041","19,943","0","2000","77","58","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1885","Leased","D","11","6101 EXECUTIVE BLVD","ROCKVILLE","MD","20852","39.04936","-77.123041","19,943","0","","77","58","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00443","8/31/2019","8/30/2034"
"MD0545","Owned","F","3","6401 SECURITY BLVD","WOODLAWN","MD","21207","39.3116929","-76.729883","118,089","0","2000","54","56","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD1024","Leased","L","3","337-A HOSPITAL DRIVE","GLEN BURNIE","MD","21061","39.1612364","-76.632473","9,469","0","2000","67","36","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1024","Leased","D","3","337-A HOSPITAL DRIVE","GLEN BURNIE","MD","21061","39.1612364","-76.632473","9,469","0","","67","36","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD00066","12/13/2018","12/12/2033"
"MD1901","Leased","L","11","11785 BELTSVILLE DR","BELTSVILLE","MD","20705","39.05145","-76.934851","144,843","144,843","2000","56","34","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1901","Leased","D","11","11785 BELTSVILLE DR","BELTSVILLE","MD","20705","39.05145","-76.934851","144,843","144,843","","56","34","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00267","10/15/2018","10/14/2028"
"MD1868","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20993","39.036501","-76.982792","353,901","0","2014","13","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0533","Owned","F","11","ROUTE 118","GERMANTOWN","MD","20874","39.1813762","-77.255937","13,838","0","1957","50","51","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0331","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0353723","-76.983176","301,301","0","2010","13","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0254","Leased","L","11","11545 ROCKVILLE PIKE","BETHESDA","MD","20852","39.0468805","-77.111489","347,922","69,482","2000","87","65","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0254","Leased","D","11","11545 ROCKVILLE PIKE","BETHESDA","MD","20852","39.0468805","-77.111489","347,922","69,482","","87","65","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD12718","12/14/2018","12/13/2033"
"MD1018","Leased","L","3","608 FOLCROFT ST","BALTIMORE","MD","21224","39.2861284","-76.542715","3,090","0","2000","86","65","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD1018","Leased","D","3","608 FOLCROFT ST","BALTIMORE","MD","21224","39.2861284","-76.542715","3,090","0","","86","65","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00285","7/27/2018","7/26/2028"
"MD0664","Owned","F","3","CURTIS BAY DEPOT","CURTIS BAY","MD","21226","39.1917363","-76.547564","0","0","1911","4","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1440","Owned","F","3","101 W LOMBARD ST","BALTIMORE","MD","21201","39.2876377","-76.616288","421,031","17,727","1973","98","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0774","Leased","L","11","1101 WOOTTON PKWY","ROCKVILLE","MD","20852","39.06776","-77.155801","85,970","0","2000","39","36","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0774","Leased","D","11","1101 WOOTTON PKWY","ROCKVILLE","MD","20852","39.06776","-77.155801","85,970","0","","39","36","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00329","1/13/2020","1/12/2030"
"MD0822","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0360056","-76.981774","99,467","0","2009","16","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1859","Leased","L","11","9150 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","38.88664","-76.848731","34,635","0","2010","41","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1859","Leased","D","11","9150 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","38.88664","-76.848731","34,635","0","","41","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD02182","3/14/2010","2/13/2026"
"MD1085","Leased","L","3","6100 WABASH AVE","BALTIMORE","MD","21215","39.3491117","-76.701111","538,000","0","2000","53","73","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD1085","Leased","D","3","6100 WABASH AVE","BALTIMORE","MD","21215","39.3491117","-76.701111","538,000","0","","53","73","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD09482","1/21/2014","1/20/2034"
"MD1878","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0337121","-76.986129","1,869","0","2016","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0792","Leased","L","11","4300 RIVER RD","COLLEGE PARK","MD","20740","38.97407","-76.928021","80,677","0","2000","43","58","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0792","Leased","D","11","4300 RIVER RD","COLLEGE PARK","MD","20740","38.97407","-76.928021","80,677","0","","43","58","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD12644","8/31/2014","8/30/2029"
"MD0760","Leased","L","11","11800 TECH RD","SILVER SPRING","MD","20904","39.04962","-76.973181","78,001","0","2000","37","46","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0760","Leased","D","11","11800 TECH RD","SILVER SPRING","MD","20904","39.04962","-76.973181","78,001","0","","37","46","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD12686","9/30/2015","9/29/2025"
"MD1428","Leased","L","11","12420 PARKLAWN DR","ROCKVILLE","MD","20852","39.06094","-77.113881","93,014","0","1974","71","63","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1428","Leased","D","11","12420 PARKLAWN DR","ROCKVILLE","MD","20852","39.06094","-77.113881","93,014","0","","","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00473","12/20/2020","12/19/2035"
"MD0662","Owned","F","3","CURTIS BAY DEPOT","CURTIS BAY","MD","21226","39.1917363","-76.547564","0","0","1911","4","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1822","Owned","F","11","4600 SILVER HILL ROAD","SUITLAND","MD","20746","38.84505","-76.92863","663,838","486,966","2007","58","61","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1133","Leased","L","3","6411 IVY LN","GREENBELT","MD","20770","39.0083135","-76.894764","14,231","0","2000","37","44","2404","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1133","Leased","D","3","6411 IVY LN","GREENBELT","MD","20770","39.0083135","-76.894764","14,231","0","","37","44","2404","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD12510","12/31/2011","12/30/2026"
"MD0817","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20993","39.036501","-76.982792","365,911","0","2009","13","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0473","Leased","L","3","106 COMMERCE ST","FREDERICK","MD","21701","39.4113064","-77.406985","19,577","0","1920","93","37","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0473","Leased","D","3","106 COMMERCE ST","FREDERICK","MD","21701","39.4113064","-77.406985","19,577","0","","93","37","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD02403","9/30/2002","9/29/2028"
"MD1864","Leased","L","11","1220 CARAWAY CT","LARGO","MD","20774","38.905807","-76.845508","38,572","0","1987","49","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1864","Leased","D","11","1220 CARAWAY CT","LARGO","MD","20774","38.905807","-76.845508","38,572","0","","","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00590","10/4/2021","10/3/2036"
"MD0755","Leased","L","11","1440 MCCORMICK DR","UPPER MARLBORO","MD","20774","38.91039","-76.847901","50,978","0","2000","21","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0755","Leased","D","11","1440 MCCORMICK DR","UPPER MARLBORO","MD","20774","38.91039","-76.847901","50,978","0","","","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00541","3/28/2022","3/27/2037"
"MD0300","Leased","L","11","16071 INDUSTRIAL DR","GAITHERSBURG","MD","20877","39.1241","-77.193531","169,709","0","2000","19","44","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0300","Leased","D","11","16071 INDUSTRIAL DR","GAITHERSBURG","MD","20877","39.1241","-77.193531","169,709","0","","19","44","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD12713","10/8/2015","10/7/2025"
